match_id,date,surface,tourney_name,tourney_level,player1_rank,player2_rank,rank_difference,player1_recent_wins,player1_recent_losses,player1_form_points,player2_recent_wins,player2_recent_losses,player2_form_points,form_difference,h2h_player1_wins,h2h_player2_wins,h2h_total,player1_surface_wins,player1_surface_total,player1_surface_winrate,player2_surface_wins,player2_surface_total,player2_surface_winrate,surface_winrate_diff,is_hard,is_clay,is_grass,is_grand_slam,is_masters,player1_win
137,2020-01-13,Hard,Auckland,A,24.0,34.0,-10.0,2,1,6,3,0,9,-3,0,0,0,2,3,0.6666666666666666,3,3,1.0,-0.33333333333333337,1,0,0,0,0,1
138,2020-01-13,Hard,Auckland,A,13.0,146.0,-133.0,2,2,6,0,0,0,6,0,0,0,2,4,0.5,0,0,0.5,0.0,1,0,0,0,0,1
139,2020-01-13,Hard,Auckland,A,57.0,24.0,33.0,0,0,0,2,1,6,-6,0,0,0,0,0,0.5,2,3,0.6666666666666666,-0.16666666666666663,1,0,0,0,0,1
140,2020-01-13,Hard,Adelaide,A,90.0,91.0,-1.0,0,0,0,1,2,3,-3,0,0,0,0,0,0.5,1,3,0.3333333333333333,0.16666666666666669,1,0,0,0,0,0
141,2020-01-13,Hard,Adelaide,A,157.0,661.0,-504.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
142,2020-01-13,Hard,Adelaide,A,96.0,73.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
143,2020-01-13,Hard,Adelaide,A,91.0,18.0,73.0,1,2,3,4,0,12,-9,0,0,0,1,3,0.3333333333333333,4,4,1.0,-0.6666666666666667,1,0,0,0,0,0
144,2020-01-13,Hard,Adelaide,A,18.0,22.0,-4.0,4,0,12,1,3,3,9,0,0,0,4,4,1.0,1,4,0.25,0.75,1,0,0,0,0,1
145,2020-01-13,Hard,Adelaide,A,42.0,90.0,-48.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,0
146,2020-01-13,Hard,Adelaide,A,30.0,91.0,-61.0,0,0,0,1,2,3,-3,0,0,0,0,0,0.5,1,3,0.3333333333333333,0.16666666666666669,1,0,0,0,0,0
147,2020-01-13,Hard,Adelaide,A,18.0,33.0,-15.0,4,0,12,3,1,9,3,0,0,0,4,4,1.0,3,4,0.75,0.25,1,0,0,0,0,1
148,2020-01-13,Hard,Adelaide,A,42.0,88.0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
